ulasan,rasa,sambal,keramaian,kenyamanan,pelayanan,rating,sentimen
"Service nya buruk sekali! Pilih paket ayce 99rb tunggu lama sekali & harus minta berkali2 baru daging & minum diantar itupun masi kurang saus, mash potato & nasi. Alat grill gosong jadi baru dipakai sebentar rasa daging jadi pahit. Beberapa kali pelayannya salah bawa pesanan. Gagal banget konsep ayce disini, baru kali ini makan ayce 99rb tp ngerasa rugiiiiii. Fyi gw udh nyoba makan di bbrp resto serupa tapi service disini paling buruk",NETRAL,BURUK,NETRAL,BURUK,BURUK,1,0
"Service pelayanannya bagus oleh mas rian, makanan cepat keluar, emang ga pernah mengecewakan makan di gyukaku",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Servicenya kurang memuaskan , masa cuman minta air putih saja tidak di kasih , padahal ada panggil Cocktail juga , kecuali tidak panggil minum baru boleh ga di kasih air putih",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Servisnya mengecewakan. Dua meja dilayani duluan padahal mereka datang belakangan. Setelah menunggu sekitar 45 menit pesanan teman saya baru datang, dan waktu dia hampir selesai makan barulah pesanan saya datang. Jadi sekitar 1 jam deh menunggu Entah bagaimana sistem di dapurnya sehingga orang-orang yg datang belakangan bisa lebih dulu dibuatkan pesanannya.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Sesak banget tempatnya,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
"Sesak banget, ngak ada udara",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Sesuai dengan apa yang kami mau,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Sesuai dengan restoran yang mengusung makanan nusantara. Rasanya benar-benar enak. Konsistensi rasa, ukuran dan tatanan makanan benar-benar ala bintang 5.",BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Sesuai ekspektasi,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Sesuai kata-kata orang,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Setelah kedua kali datang ke tempat ini, saya memutuskan untuk melakukan review untuk restoran ini.

Pro: Pelayanan yang tangkas, daging dan side dish variasi. Friendly staff.
Cons: Sejauh ini belum menemukan masalah yang signifikan.

Overall rating puas dan bakal return soon or later.",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Setiap hari ada promosi,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Setiap makan disini si pelayan pasti ada yang lupa masukin ke sistem. Hari ini pun aku take away nasi ayam, ayamnya lupa... aku rasa ini restoran pasti mau untungnya doang ??",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Siapa pun yang memiliki restoran ini tidak membayar pelayan mereka dengan baik, atau tidak melatih mereka dengan baik. Sangat kasar, dan bertindak seolah-olah kita adalah binatang di kebun binatang. Makanan adalah layanan yang sangat baik dan sangat menyebalkan. Jangan datang ke sini kecuali jika Anda ingin kecewa",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Sistem antrian yang tidak teratur. tidak mengutamakan waiting list. Hanya melihat jumlah orang yg datang sesui dengan meja yg tersedia. Very bad service. Like a disaster.,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
So far so good sampe saya nemu 2 helai rambut dalam spaghettinya?? it just ruined my appetite karena makanannya gak higienis padahal sebelum-sebelumnya sudah sering order di Amyrea dan gapernah ada masalah sama sekali,BURUK,BAGUS,BAGUS,BURUK,NETRAL,1,0
"SO GOOD!!! SEAFOOD ENAK BGTTTTTT!!!! cuy. Aku pesen kepitting telor saos singapore, udang bakar, kerang dara rebus. Kepiting nya enak bgt saosnya gurih manis gitu. Kerang dan udangnya juga fresh dan enak. Puas bgt deh. Harganya 470 rb an total semua. worth to try bakal balik lagi pokoknya.

Pelayanan cepet, tmpt gede dan bersih, ada ac. Ga ada lalat sama sekali.",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Spv nya sangat mengecewakan, tidak menghargai pembeli. Mending cari yg lain deh dari pada disni pelayanan dari spv nya tidak memberi kesan ramah sama sekali seakan akan tidak membutuhkan pelanggan,kapok saya belanja disini",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Staf melayani dengan maksimal. sangat suka mengunjungi rumah makan ini. makanannya juga enak dan harus dicoba,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Staf sangat ramah, senang bisa menghabiskan makan malam disini",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Staf tidak profesional. datang dan pergi begitu saja tanpa melihat dan mengambil piring kosong,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Staf tidak profesional. datang dan pergi begitu saja tanpa melihat dan mengambil piring kosong,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Staff baik,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Standar banget rasanya. Makan berdua pakai nasi putih 2, 1 ayam taliwang, satu porsi perkedel jagung, satu teh manis dan satu es kong tape Rp 137.500",BURUK,NETRAL,NETRAL,NETRAL,NETRAL,1,0
Stay away!,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Suasana dan tempat yang indah. makanan tidak pernah mengecewakan dengan banyaknya hidangan yang tersedia. semua makanan yang dihidangkan enak. apalagi ikan bandeng dan sambal khas nya,BAGUS,BAGUS,NETRAL,NETRAL,NETRAL,5,1
"Suasana ruangan sangat panas, harus menggunakan AC",NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
Suasananya enak banget. Alam banget. Jd bs rehat sejenak dr hiruk pikuk kota. Kids friendly jg. Toilet bersih. Kopinya enak2. Aku suka Liberica (panas/dingin enak). Es teh manisnya pekatttt banget dan banyak. Suka.,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Suasananya romantis, pas banget suasananya",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
suasanya enakk bgt! + pelayanan nya oke bgt sih!,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Sudah beberapa kali makan di tempat ini, cuma kali ini rasanya kurang mantap dibanding biasanya mungkin karena ramai.",BURUK,NETRAL,BURUK,BURUK,BURUK,1,0
"Sudah berkali-kali mengunjungi restoran Indonesia ini. Kapan pun saya ingin mendapatkan berbagai macam masakan Indonesia, ini adalah salah satu tempat untuk dikunjungi.",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Sudah ditelepon ngak diangkat,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Sudah lah datang jauh-jauh, rasanya sangat mengecewakan. jadi berpikir dua kali untuk kembali kesini",BURUK,NETRAL,NETRAL,BURUK,NETRAL,1,0
"Sudah lama baru ke sini lagi dulu pernah sekali tapi kecewa dengan makanannya, nasi liwet kering, gurame goreng hambar, tempe asem, sop iga ga jelas antara sop apa pindang, kerupuk kulit sudah alot",BURUK,NETRAL,NETRAL,NETRAL,NETRAL,2,0
Sudah nyobain di 2 tempatnya mat lengket.,NETRAL,NETRAL,NETRAL,NETRAL,NETRAL,5,1
"Sudah nyobain di 2 tempatnya mat lengket.
Ni ayam enak banget sihh, bisa ampe abis 5 potong sendiri! Bukan rakus, tp memang ukurannya kecil2 dan yang pasti ini Ayam Kampung! Rasa memang tidak diragukan, cuman memang kadang pelayanannya suka lama kalau lagi rame bgt! Tapi ini tempat memang tidak pernah sepi sih, baik yang dekat fly over or traffic lamp",BAGUS,NETRAL,BAGUS,NETRAL,NETRAL,5,1
"Sudahlah panas, tidak ada angin, satu ruangan dengan dapur pula. Sangat tidak nyaman makan disini",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Suka banget datang ke sini,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Suka banget makan disini, makanannya khas jawa banget.. jadi kangen pulang ke Jawa",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Suka banget nih makan disini.. bihun goreng telornya manteb ????????????,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Suka banget sama decornya. Cantik. Pelayanannya juga ramah dan cepet.,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Sukaaaaa banget. Porsinya lumayan gede, rasanya udah mirip banget sama yg di Medan. Tekstur mienya kecil2 halus gitu",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
Sulit mendapatkan reservasi ketika weekend. ikan bandeng sangat enak dan harum. ini merupakan menu pesanan berulang kami satu keluarga,BAGUS,NETRAL,BAGUS,NETRAL,NETRAL,4,1
"sumo boo!! yay dessert yg lutchu sangat dan sangat silky, tempat yg nyaman dan cocok buat santai, good lah pokoknya, ohh ya untuk pelayanannya yg ramah dan murah senyum ??",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Super duper bad experience datang ke resto ini, pertama kali mengalami service dari resto seburuk ini, 1. Pelayan yang sangat susah dipanggil, lebih melayani meja meja yang mereka kenal. (Bisa 20 menit baru disamperin) 2. Perlakuan tidak fair, 2 teman tidak boleh masuk dengan alasan lagi ada sweeping dan media akan datang diwaktu jam 10 malam (?) sementara diwaktu bersamaan orang lain boleh masuk (?) yang mengaku mereka teman owner. ??????? Kalau tidak mempunyai kemampuan memperlalukan customer dengan baik, lebih baik difikir lagi ya. Kan kita bayar bukan datang dan makan minum gratis. Ga akan pernah balik ke restoran ini lagi :) sekian",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Super duper slow,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Suprise dinner suami memutuskan kesini, tetapi tidak diberikan pelayanan terbaik. Pelayan terlihat sibuk tetapi hanya terlihat beberapa meja. setelah memesan makanan pelayan bilang segera kembali, tetapi setelah 10 menit tidak datang juga, lalu kami pergi meninggalkan tempat ini",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Susah banget mau cari tempatnya,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
Susah mendapatkan parkir ketika ada event,NETRAL,NETRAL,NETRAL,NETRAL,NETRAL,2,0
"Sy dtg ke resto 6 feb jam set 10. Ngaco bgt pelayanan nya, mbak2nya ga ramah mlh nyolot. Uda nunggu mkanan 45 menit, ditny mkanan nya mn mlh buang muka. Tlg mbak2nya diajarin sopan santun dkit ya. Klian jual mkanan percuma kalo pelayanan nya ky gt. Org ga akn mau dtg lg ke resto. Mkanan juga biasa aja. Syg mbak2nya ga pke tag nama, kalo ada tag nama pasti uda sy publish di sini",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Sy dtg ke resto 6 feb jam set 10. Ngaco bgt pelayanan nya, mbak2nya ga ramah mlh nyolot. Uda nunggu mkanan 45 menit, ditny mkanan nya mn mlh buang muka. Tlg mbak2nya diajarin sopan santun dkit ya. Klian jual mkanan percuma kalo pelayanan nya ky gt. Org ga akn mau dtg lg ke resto. Mkanan juga biasa aja. Syg mbak2nya ga pke tag nama, kalo ada tag nama pasti uda sy publish di sini",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Sy dtg ke resto 6 feb jam set 10. Ngaco bgt pelayanan nya, mbak2nya ga ramah mlh nyolot. Uda nunggu mkanan 45 menit, ditny mkanan nya mn mlh buang muka. Tlg mbak2nya diajarin sopan santun dkit ya. Klian jual mkanan percuma kalo pelayanan nya ky gt. Org ga akn mau dtg lg ke resto. Mkanan juga biasa aja. Syg mbak2nya ga pke tag nama, kalo ada tag nama pasti uda sy publish di sini",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Syukaaaaa bingitsss.. tempatnya adem.. harga juga ramah di kantong.,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
"Tahun lalu sering kesini enak bgt,tp kmrn kesini lg kok beda??kok jd biasa aja skrg :( ga segurih dulu mie ayam bakso & bakso kuah sama"" 14k .. ga akan order mie ayam lg .. huff kuciwa",BURUK,NETRAL,NETRAL,NETRAL,NETRAL,1,0
"tapi service nya 0, semua mbaknya di ikhousha jutek semua, dan gak ada yang ngomong terima kasih sama sekali, malah pas liat kita udah mau balik, ada yang pura-pura nulis padahal ada yang mesen juga gak, mau bayar pun mbaknya tetep nyolot banget, dan pas awal nanya ttg pemakaian gold, mbaknya gak ksh tau kl hrs unlock dulu dll, pantes aja yg di pluit sepi, servicenya JELEK BANGET",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Tapi untuk ""kopi kebun"" ga berasa kopinya, encer banget kebanyakan air, susunya juga kurang berasa. Jual tempat doang sih ini yg adem kalo dateng siang pun.",BURUK,NETRAL,NETRAL,BAGUS,NETRAL,1,0
Taraf pedas sambelnya gak sesuai ekspektasi. Saya pesan sambal terasi malah gak terasa terasinya. Katanya level 3 tapi malah lebih pedas saos ABC. Dan lagi.. harganya sedikit berlebih. Gak mau makan disini lagi,NETRAL,BURUK,NETRAL,BURUK,NETRAL,1,0
"Taste standar aja. Order gurame goreng, cumi goreng, udang asam manis, karedok, brokoli cah bawang putih. Service is very slow. Untuk Aqua dingin perlu order berkali2 n menegur agak keras, sampai akhirnya pesanan dtg. Sambal dtg pada saat makanan sudah habis. Padahal kami dtg di weekdays, dan bukan peak hours. Mudah2an bs meningkatkan service-nya.",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Td nya gk mau kesana krn liat review nya.tp terpaksa kesana karena tmn ajakin.kaget karena apa yg ada direview udh beda bgt sm yg skrg.makanan nya enak,pelayanan nya cepet,pas dateng meja langsung di bersihkan,makanan cepet dateng dan rasanya enak2 . Harga nya jg murah2. Bener2 appreciate sama perubahan nya.mungkin udh terima masukan dan jd lebih baik . Nanti pasti mampir lg :))",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"tekstur ayam gorengnya basah saya suka juga, utk semur jengkolnya ini gaess...hmmm ""Enstau"" (Enak sekali tau). Pelayanannya cepat juga disini. ??",BAGUS,NETRAL,NETRAL,NETRAL,BAGUS,5,1
"Tempat (3/5), F&B (2/5), harga (2/5)
Dateng kesini pas libur lebaran, service nya amburadul (mungkin pada libur), harga makanan juga ga reasonable, dulu kesini favorit banget, tapi makin kesini quality nya kayanya menurun. Overall 2,5 dari 5. Perbaiki kualitas!",BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
"Tempat enak buat sarapan, mantul, dimsumnya banyak, wifi kenceng ???? overall oke. Cobain snowbun nya enak",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Tempat ini dari dulu paling favorit untuk makan sea food yang pakai saos padang. Khas yang lain pesan sayur daun dewa..itu juga enak banget .,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Tempat kopi enak banget buat nyantai. Tempatnya terbuka dingin cocok buat nongkrong berjam2. Harganya juga murah dan cemilannya enak. Singkong goreng + sambelnya juara,BAGUS,BAGUS,NETRAL,BAGUS,BAGUS,4,1
"Tempat makan favorit klo lagi ke bandung. Makanannya enak-enak, rumahan banget. Mesennya klo ksini nasi liwet ikan asin, ayam goreng, sate kambing, tahu goreng, pete goreng, dan yg paling favorit adalah si tempe mendoan. Selalu puas setiap kali makan disini.",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
"Tempat makan sangat berisik, jadi tidak nyaman",NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Tempat ngak bersih,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
"Tempat ngopi yang enak banget sambil ngumpul, tempatmya sejuk dan semua kopi berkualitas.. will come back again for sure",BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Tempat nongkrong paling asik,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Tempat nya bagus, interior jadul nyaman, enak buat nongrong ngobrol2.",NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Tempat nya enak. Adem adem gimana gituuu. Semua kopi disini dibuat secara manual tanpa mesin espresso. Untuk sesuain rasa silahkan tanya barista nya agar kopi nya sesuai selera. Chocolate nya juga enak. Cireng nya juara.,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Tempat nya kotor, waktu kesana banyak nenek2 yang cuma numpang duduk trus ga beli apa apa berisik banget, lamaaa bgt gt. Jd ganggu banget. Yang bersih2 jg galak cemberut aja :(",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Tempat nya Panas,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
Tempat nya tenang...elegan..mewah...dan makanan indonesia yg sangat enak dan lezat,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Tempat nyaman dan enak sih buat nyantai ataupun sambil kerja.. dan kebetulan tempatnya dekat rumah pula jadi nggak jauh2.. dan yg paling saya suka disini mango.avocado menu favorit..,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Tempat nyaman dan strategis. Mudah dijangkau pada keramaian. Pelayanan juga cepat dan terdapat makanan / snack pembuka sembari menunggu pesanan datang. Pelayanan memuaskan.,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Tempat recommended,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Tempat rusak dan kru layanan kurang diinginkan. Benar-benar kurang dalam kualitas pelayanan jujur. Lebih baik makan di tempat lain,BURUK,BURUK,BURUK,BURUK,BURUK,1,0
Tempat seafood terfavorit menurut saya dan salah satu resto terbaik di jakarta.,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Tempat strategis,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
"Tempat tidak bisa direservasi setelah jam 1, padahal banyak yang kosong. Rasa sambal hambar cenderung pahit, ikan tidak fresh terutama Gurame. Lalapan kena charge 15 ribu ( biasanya warung Sunda sudah menyediakan lalapan dan sambalnya ). Waiter tidak RAMAH.
ANCUR",BURUK,NETRAL,NETRAL,BURUK,NETRAL,1,0
Tempat tidak seperti di foto. Tidak menemukan sesuatu hal yang bagus dari ambience tempat ini. Terkesan kampungan.,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
"Tempat utk mengadakan resepsi baik itu perkawinan,tunangan ,ultah yg luas dan pelayanannya ramah",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Tempat yang cocok untuk kamu mencari ayam goreng,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Tempat yang indah dan strategis untuk menyantap makanan khas jawa, apalagi kediri dengan segala ciri khas nya",BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
"Tempatnya bersih sekali, senang bisa mengunjungi tempat ini",NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Tempatnya cozy,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Tempatnya cozy juga buat nongkrong.. makanan juga enak makanya balik lagi untuk kesekian kalinya. Pelayannya ramah dan selalu bersih sih makanya ga was2 juga klo makan dsini karena kualitas mreka tetap jaga,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Tempatnya dekat dengan perumahan saya, ini adalah tempat makan andalanku sejak kemarin",NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Tempatnya dingin,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,4,1
"Tempatnya enak, bersih, adem, dan terang. Nyaman. Rasa makanannya juga enak. Harga jg paslah di kantong.",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Tempatnya enak, bersih, adem, dan terang. Nyaman. Rasa makanannya juga enak. Harga jg paslah di kantong.",BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
"Tempatnya enakbanget buat nongki gue ama bini gue uda dateng kesekian kalinya,karena makanan enak, pelayananan cepat dan porsinyaa mantappp... Sukes terus ya buat wee nam kee",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Tempatnya keren,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Tempatnya luas, parkiran lega, bentuknya saung2ala sunda.
sayang makanannya kurang rasa dan tastenya biasa aja.",NETRAL,NETRAL,NETRAL,NETRAL,NETRAL,1,0
Tempatnya nyaman,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,4,1
"Tempatnya Nyaman banget, bersih, menerapkan protokol yang baik, makanannya enak, cin toi nya paling enak ??",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Tempatnya nyaman bgt pelayanannya sangat baik dan sopan makanannya sangat segar baksonya enak banget daging murni tanpa bahan pengawet dagingnya bener2 fresh,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Tempatnya nyaman, asri, makanan lezat, plus harga terjangkau",BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
"Tempatnya oke banget buat meeting atau spend time sama keluarga, rasa makanannya udah gausah diragukan lagi. Mantaps!",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Tempatnya panas sekali, kipas angin rusak dan tidak ada angin alami sama sekali. PANAS!!",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
"Tempatnya sangat nyaman, jadi ga takut bawa bayi kesini karena bersih bgt. Dan yg pasti makanannya enak-enak",BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"Tempatnya sebetulnya nyaman cuma memang agak nyempil. Menunya cukup variatif, platingnya juga bagus, rasa oke. Tapi sangat disayangkan dengan pelayanannya. Entah karna gajinya kurang jadi pelayananya ala kadarnya atau memang belum ada pelatihan service untuk sdmnya.",NETRAL,NETRAL,NETRAL,NETRAL,BURUK,1,0
Tempatnya sejuk,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Tempatnya sempit banget,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,2,0
"Tempatnya strategis, mudah dikunjungi",NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
"Tempatnya,nyaman,bisa buat foto2 & makanannya enak,ya sesuai dgn harganya.. ada rasa & ada rupa..",BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
"Tempe mendoan nya super super enak! Sate maranggi nya juga harus di coba, ada juga nasi liwet dan ayam goreng yang empuk dan gurih.. ????",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Terbaik di Batam,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Terjamin kepuasannya,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Terjamin kualitasnya,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
Terkenal banget dengan sambalnya yang sedap,NETRAL,BAGUS,NETRAL,BAGUS,NETRAL,4,1
Terlalu berminyak,BURUK,NETRAL,NETRAL,BURUK,NETRAL,1,0
Terlalu crowded,BURUK,BURUK,BAGUS,BURUK,BURUK,2,0
Terlalu ramai,BURUK,BURUK,BAGUS,BURUK,BURUK,2,0
Ternyata Cinta bisa datang dari makanan,NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Ternyata ekspektasi bisa mengkhianati hasil,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Ternyata makanannya tidak seenak di foto,BURUK,NETRAL,NETRAL,BURUK,NETRAL,2,0
"Ternyata rasanya berbeda, tidak sesuai ekspektasi",BURUK,NETRAL,NETRAL,NETRAL,NETRAL,2,0
The best pokoknya,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
"The best seafood restaurant ini Jakarta ????
Jadi pelanggan mereka sudah 15 tahun",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
The food is fresh,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,5,1
The food was superb,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"This is probably the worst restaurant in Dago Pakar. View and interior might be decent, but the food tasted horrible and cheap (for the price that they were charging us)",BURUK,NETRAL,NETRAL,NETRAL,BURUK,2,0
Tiada banding rasanya,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
Tiada duanya rasanya,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Tidak ada respeknya,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Tidak akan datang ke sini kembali,BURUK,BURUK,BURUK,BURUK,BURUK,1,0
Tidak akan pernah saya mau datang lagi. Rasanya b aja gak ada special nya justru gak napsu makan disini.,NETRAL,NETRAL,NETRAL,NETRAL,NETRAL,,0
Tidak akan saya rekomendasi ke keluarga saya,BURUK,NETRAL,NETRAL,BURUK,BURUK,1,0
Tidak bakal menyesal datang ke sini,NETRAL,NETRAL,NETRAL,BAGUS,BAGUS,5,1
Tidak bakal rekomendasi ke siapa-siapa,BURUK,BURUK,BURUK,BURUK,BURUK,1,0
"Tidak disediakan free wifi, padahal semua sudah banyak rumah makan yang menyediakan",NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Tidak lezat,BURUK,NETRAL,NETRAL,BURUK,BURUK,2,0
TIdak menerapkan jaga jarak ketika pandemi,NETRAL,NETRAL,NETRAL,BURUK,BURUK,2,0
Tidak menerapkan protokol kesehatan,NETRAL,NETRAL,NETRAL,BURUK,BURUK,3,0
Tidak mengecewakan walaupun pergi kesini dari lokasi yang lumayan jauh,BAGUS,NETRAL,NETRAL,BAGUS,BAGUS,4,1
"Tidak menyesal pesan, mau pesan lagi lain kali",NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,4,1
"Tidak nyesal order, bakal order lagi",NETRAL,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Tidak pernah coba yang seenak ini,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Tidak pernah kecewa dengan kualitas makanan,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,4,1
Tidak profesional,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Tidak puas sama sekali,BURUK,BURUK,NETRAL,BURUK,BURUK,1,0
Tidak recommended,BURUK,BURUK,BURUK,BURUK,BURUK,1,0
Tidak sesuai ekspektasi,BURUK,BURUK,BURUK,BURUK,BURUK,1,0
Tidak sesuai ekspektasi!,BURUK,BURUK,BURUK,BURUK,BURUK,1,0
Tidak sesuai selera,BURUK,BURUK,NETRAL,BURUK,BURUK,2,0
Tidak tahu tata krama,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Tidak worth it,BURUK,BURUK,BURUK,BURUK,BURUK,1,0
"Tingkat kepedasan mantap, senang bisa menemukan tempat makan seperti ini",BAGUS,BAGUS,NETRAL,NETRAL,NETRAL,5,1
tmptnya aga panas dan remang banget buat ane.,NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
"Tobat, ngak mau datang ke sini lagi",NETRAL,NETRAL,NETRAL,BURUK,BURUK,1,0
Tolong dong kualitas foodnya di jaga yang sudah tdk layak tolong jangan di jual.,BURUK,BURUK,BURUK,BURUK,BURUK,2,0
Too pricey,NETRAL,NETRAL,NETRAL,BURUK,NETRAL,1,0
Top markotop,BAGUS,NETRAL,NETRAL,BAGUS,NETRAL,5,1
True definition of umamii... salmon gyozanya jg enak,BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
Tunggu pesanan lama ternyata Pesanannya gak diinput. Gak akan pernah balik lagi deh !!!!,NETRAL,NETRAL,NETRAL,BURUK,BURUK,,0
Two thumbs up,BAGUS,NETRAL,BAGUS,BAGUS,BAGUS,5,1
"Ud beberapa kali balik kesini dan selalu puas banget sama suasana restony n rasa makananny jg ga pernah berubah donk.. paling suka sama ceker ayam, kai cak steam and hakau lahh pastinyaaa",BAGUS,NETRAL,NETRAL,NETRAL,NETRAL,4,1
